i,j,k,l,value
7,9,1,4,0.0
8,9,1,4,1.3114289318915458e7
9,9,1,4,0.0
10,9,1,4,-7.067836842104982e7
1,10,1,4,0.0
2,10,1,4,-1.5648332987770814e7
3,10,1,4,0.0
4,10,1,4,0.0
5,10,1,4,0.0
6,10,1,4,0.0
7,10,1,4,-1.3102921058946788e7
8,10,1,4,0.0
9,10,1,4,-7.067836842104982e7
10,10,1,4,0.0
1,1,2,4,0.0
2,1,2,4,0.0
3,1,2,4,-9.807873592186116e7
4,1,2,4,0.0
5,1,2,4,0.0
6,1,2,4,0.0
7,1,2,4,0.0
8,1,2,4,-8.404739643068528e7
9,1,2,4,0.0
10,1,2,4,-1.5648332987770814e7
1,2,2,4,0.0
2,2,2,4,0.0
3,2,2,4,0.0
4,2,2,4,1.5499105552155906e8
5,2,2,4,0.0
6,2,2,4,0.0
7,2,2,4,0.0
8,2,2,4,0.0
9,2,2,4,0.0
10,2,2,4,0.0
1,3,2,4,-9.807873592186116e7
2,3,2,4,0.0
3,3,2,4,0.0
4,3,2,4,0.0
5,3,2,4,-27929.796266574216
6,3,2,4,5.097238657774789e7
7,3,2,4,0.0
8,3,2,4,0.0
9,3,2,4,0.0
10,3,2,4,0.0
1,4,2,4,0.0
2,4,2,4,1.5499105552155906e8
3,4,2,4,0.0
4,4,2,4,0.0
5,4,2,4,0.0
6,4,2,4,0.0
7,4,2,4,-7.560876732977888e7
8,4,2,4,0.0
9,4,2,4,-2.331852177485204e7
10,4,2,4,0.0
1,5,2,4,0.0
2,5,2,4,0.0
3,5,2,4,-27929.796266574216
4,5,2,4,0.0
5,5,2,4,0.0
6,5,2,4,0.0
7,5,2,4,0.0
8,5,2,4,-7.581021193769993e7
9,5,2,4,0.0
10,5,2,4,-86380.60166212414
1,6,2,4,0.0
2,6,2,4,0.0
3,6,2,4,5.097238657774789e7
4,6,2,4,0.0
5,6,2,4,0.0
6,6,2,4,0.0
7,6,2,4,0.0
8,6,2,4,6.71532974241848e7
9,6,2,4,0.0
10,6,2,4,-5.269966508529389e7
1,7,2,4,0.0
2,7,2,4,0.0
3,7,2,4,0.0
4,7,2,4,-7.560876732977888e7
5,7,2,4,0.0
6,7,2,4,0.0
7,7,2,4,0.0
8,7,2,4,0.0
9,7,2,4,0.0
10,7,2,4,0.0
1,8,2,4,-8.404739643068528e7
2,8,2,4,0.0
3,8,2,4,0.0
4,8,2,4,0.0
5,8,2,4,-7.581021193769993e7
6,8,2,4,6.71532974241848e7
7,8,2,4,0.0
8,8,2,4,0.0
9,8,2,4,0.0
10,8,2,4,0.0
1,9,2,4,0.0
2,9,2,4,0.0
3,9,2,4,0.0
4,9,2,4,-2.331852177485204e7
5,9,2,4,0.0
6,9,2,4,0.0
7,9,2,4,0.0
8,9,2,4,0.0
9,9,2,4,0.0
10,9,2,4,0.0
1,10,2,4,-1.5648332987770814e7
2,10,2,4,0.0
3,10,2,4,0.0
4,10,2,4,0.0
5,10,2,4,-86380.60166212414
6,10,2,4,-5.269966508529389e7
7,10,2,4,0.0
8,10,2,4,0.0
9,10,2,4,0.0
10,10,2,4,0.0
1,1,3,4,0.0
2,1,3,4,-9.807873592186114e7
3,1,3,4,0.0
4,1,3,4,0.0
5,1,3,4,0.0
6,1,3,4,0.0
7,1,3,4,8.402943714551707e7
8,1,3,4,0.0
9,1,3,4,-1.564830181042006e7
10,1,3,4,0.0
1,2,3,4,-9.807873592186114e7
2,2,3,4,0.0
3,2,3,4,0.0
4,2,3,4,0.0
5,2,3,4,-27929.79626657421
6,2,3,4,5.0972386577747874e7
7,2,3,4,0.0
8,2,3,4,0.0
9,2,3,4,0.0
10,2,3,4,0.0
1,3,3,4,0.0
2,3,3,4,0.0
3,3,3,4,0.0
4,3,3,4,1.5497390618071884e8
5,3,3,4,0.0
6,3,3,4,0.0
7,3,3,4,0.0
8,3,3,4,0.0
9,3,3,4,0.0
10,3,3,4,0.0
1,4,3,4,0.0
2,4,3,4,0.0
3,4,3,4,1.5497390618071884e8
4,4,3,4,0.0
5,4,3,4,0.0
6,4,3,4,0.0
7,4,3,4,0.0
8,4,3,4,7.562872458107208e7
9,4,3,4,0.0
10,4,3,4,-2.3307792827205263e7
1,5,3,4,0.0
2,5,3,4,-27929.79626657421
3,5,3,4,0.0
4,5,3,4,0.0
5,5,3,4,0.0
6,5,3,4,0.0
7,5,3,4,-7.572508899659714e7
8,5,3,4,0.0
9,5,3,4,173527.7905854365
10,5,3,4,0.0
1,6,3,4,0.0
2,6,3,4,5.0972386577747874e7
3,6,3,4,0.0
4,6,3,4,0.0
5,6,3,4,0.0
6,6,3,4,0.0
7,6,3,4,-6.726325733365278e7
8,6,3,4,0.0
9,6,3,4,-5.2699477759006925e7
10,6,3,4,0.0
1,7,3,4,8.402943714551707e7
2,7,3,4,0.0
3,7,3,4,0.0
4,7,3,4,0.0
5,7,3,4,-7.572508899659714e7
6,7,3,4,-6.726325733365278e7
7,7,3,4,0.0
8,7,3,4,0.0
9,7,3,4,0.0
10,7,3,4,0.0
1,8,3,4,0.0
2,8,3,4,0.0
3,8,3,4,0.0
4,8,3,4,7.562872458107208e7
5,8,3,4,0.0
6,8,3,4,0.0
7,8,3,4,0.0
8,8,3,4,0.0
9,8,3,4,0.0
10,8,3,4,0.0
1,9,3,4,-1.564830181042006e7
2,9,3,4,0.0
3,9,3,4,0.0
4,9,3,4,0.0
5,9,3,4,173527.7905854365
6,9,3,4,-5.2699477759006925e7
7,9,3,4,0.0
8,9,3,4,0.0
9,9,3,4,0.0
10,9,3,4,0.0
1,10,3,4,0.0
2,10,3,4,0.0
3,10,3,4,0.0
4,10,3,4,-2.3307792827205263e7
5,10,3,4,0.0
6,10,3,4,0.0
7,10,3,4,0.0
8,10,3,4,0.0
9,10,3,4,0.0
10,10,3,4,0.0
1,1,4,4,1.1539218730967374e8
2,1,4,4,0.0
3,1,4,4,0.0
4,1,4,4,0.0
5,1,4,4,42818.76327074165
6,1,4,4,-6.0247053654715076e7
7,1,4,4,0.0
8,1,4,4,0.0
9,1,4,4,0.0
10,1,4,4,0.0
1,2,4,4,0.0
2,2,4,4,1.5499105552155906e8
3,2,4,4,0.0
4,2,4,4,0.0
5,2,4,4,0.0
6,2,4,4,0.0
7,2,4,4,-7.560876732977891e7
8,2,4,4,0.0
9,2,4,4,-2.331852177485204e7
10,2,4,4,0.0
1,3,4,4,0.0
2,3,4,4,0.0
3,3,4,4,1.5497390618071884e8
4,3,4,4,0.0
5,3,4,4,0.0
6,3,4,4,0.0
7,3,4,4,0.0
8,3,4,4,7.562872458107208e7
9,3,4,4,0.0
10,3,4,4,-2.3307792827205263e7
1,4,4,4,0.0
2,4,4,4,0.0
3,4,4,4,0.0
4,4,4,4,2.463418899007142e8
5,4,4,4,0.0
6,4,4,4,0.0
7,4,4,4,0.0
8,4,4,4,0.0
9,4,4,4,0.0
10,4,4,4,0.0
1,5,4,4,42818.76327074165
2,5,4,4,0.0
3,5,4,4,0.0
4,5,4,4,0.0
5,5,4,4,8.22174013959716e7
6,5,4,4,-8036.683679698702
7,5,4,4,0.0
8,5,4,4,0.0
9,5,4,4,0.0
10,5,4,4,0.0
1,6,4,4,-6.0247053654715076e7
2,6,4,4,0.0
3,6,4,4,0.0
4,6,4,4,0.0
5,6,4,4,-8036.683679698702
6,6,4,4,9.532031596367282e7
7,6,4,4,0.0
8,6,4,4,0.0
9,6,4,4,0.0
10,6,4,4,0.0
1,7,4,4,0.0
2,7,4,4,-7.560876732977891e7
3,7,4,4,0.0
4,7,4,4,0.0
5,7,4,4,0.0
6,7,4,4,0.0
7,7,4,4,1.6152410950768375e8
8,7,4,4,0.0
9,7,4,4,2.8735943320677415e7
10,7,4,4,0.0
1,8,4,4,0.0
2,8,4,4,0.0
3,8,4,4,7.562872458107208e7
4,8,4,4,0.0
5,8,4,4,0.0
6,8,4,4,0.0
7,8,4,4,0.0
8,8,4,4,1.615485595709479e8
9,8,4,4,0.0
10,8,4,4,-2.875149462544601e7
1,9,4,4,0.0
2,9,4,4,-2.331852177485204e7
3,9,4,4,0.0
4,9,4,4,0.0
5,9,4,4,0.0
6,9,4,4,0.0
7,9,4,4,2.8735943320677415e7
8,9,4,4,0.0
9,9,4,4,9.335907551388566e7
10,9,4,4,0.0
1,10,4,4,0.0
2,10,4,4,0.0
3,10,4,4,-2.3307792827205263e7
4,10,4,4,0.0
5,10,4,4,0.0
6,10,4,4,0.0
7,10,4,4,0.0
8,10,4,4,-2.875149462544601e7
9,10,4,4,0.0
10,10,4,4,9.33443978526765e7
1,1,5,4,0.0
2,1,5,4,0.0
3,1,5,4,0.0
4,1,5,4,42818.76327074394
5,1,5,4,0.0
6,1,5,4,0.0
7,1,5,4,0.0
8,1,5,4,0.0
9,1,5,4,0.0
10,1,5,4,0.0
1,2,5,4,0.0
2,2,5,4,0.0
3,2,5,4,-27929.796266576202
4,2,5,4,0.0
5,2,5,4,0.0
6,2,5,4,0.0
7,2,5,4,0.0
8,2,5,4,-7.581021193769996e7
9,2,5,4,0.0
10,2,5,4,-86380.60166212388
1,3,5,4,0.0
2,3,5,4,-27929.796266576202
3,3,5,4,0.0
4,3,5,4,0.0
5,3,5,4,0.0
6,3,5,4,0.0
7,3,5,4,-7.572508899659713e7
8,3,5,4,0.0
9,3,5,4,173527.79058543892
10,3,5,4,0.0
1,4,5,4,42818.76327074394
2,4,5,4,0.0
3,4,5,4,0.0
4,4,5,4,0.0
5,4,5,4,8.221740139597163e7
6,4,5,4,-8036.683679698631
7,4,5,4,0.0
8,4,5,4,0.0
9,4,5,4,0.0
10,4,5,4,0.0
1,5,5,4,0.0
2,5,5,4,0.0
3,5,5,4,0.0
4,5,5,4,8.221740139597163e7
5,5,5,4,0.0
6,5,5,4,0.0
7,5,5,4,0.0
8,5,5,4,0.0
9,5,5,4,0.0
10,5,5,4,0.0
1,6,5,4,0.0
2,6,5,4,0.0
3,6,5,4,0.0
4,6,5,4,-8036.683679698631
5,6,5,4,0.0
6,6,5,4,0.0
7,6,5,4,0.0
8,6,5,4,0.0
9,6,5,4,0.0
10,6,5,4,0.0
1,7,5,4,0.0
2,7,5,4,0.0
3,7,5,4,-7.572508899659713e7
4,7,5,4,0.0
5,7,5,4,0.0
6,7,5,4,0.0
7,7,5,4,0.0
8,7,5,4,-12351.683823420608
9,7,5,4,0.0
10,7,5,4,2.894520392122726e7
1,8,5,4,0.0
2,8,5,4,-7.581021193769996e7
3,8,5,4,0.0
4,8,5,4,0.0
5,8,5,4,0.0
6,8,5,4,0.0
7,8,5,4,-12351.683823420608
8,8,5,4,0.0
9,8,5,4,2.903105616164762e7
10,8,5,4,0.0
1,9,5,4,0.0
2,9,5,4,0.0
3,9,5,4,173527.79058543892
4,9,5,4,0.0
5,9,5,4,0.0
6,9,5,4,0.0
7,9,5,4,0.0
8,9,5,4,2.903105616164762e7
9,9,5,4,0.0
10,9,5,4,-6223.872572467558
1,10,5,4,0.0
2,10,5,4,-86380.60166212388
3,10,5,4,0.0
4,10,5,4,0.0
5,10,5,4,0.0
6,10,5,4,0.0
7,10,5,4,2.894520392122726e7
8,10,5,4,0.0
9,10,5,4,-6223.872572467558
10,10,5,4,0.0
1,1,6,4,0.0
2,1,6,4,0.0
3,1,6,4,0.0
4,1,6,4,-6.0247053654715076e7
5,1,6,4,0.0
6,1,6,4,0.0
7,1,6,4,0.0
8,1,6,4,0.0
9,1,6,4,0.0
10,1,6,4,0.0
1,2,6,4,0.0
2,2,6,4,0.0
3,2,6,4,5.0972386577747874e7
4,2,6,4,0.0
5,2,6,4,0.0
6,2,6,4,0.0
7,2,6,4,0.0
8,2,6,4,6.715329742418481e7
9,2,6,4,0.0
10,2,6,4,-5.269966508529388e7
1,3,6,4,0.0
2,3,6,4,5.0972386577747874e7
3,3,6,4,0.0
4,3,6,4,0.0
5,3,6,4,0.0
6,3,6,4,0.0
7,3,6,4,-6.726325733365278e7
8,3,6,4,0.0
9,3,6,4,-5.2699477759006925e7
10,3,6,4,0.0
1,4,6,4,-6.0247053654715076e7
2,4,6,4,0.0
3,4,6,4,0.0
4,4,6,4,0.0
5,4,6,4,-8036.683679701587
6,4,6,4,9.532031596367282e7
7,4,6,4,0.0
8,4,6,4,0.0
9,4,6,4,0.0
10,4,6,4,0.0
1,5,6,4,0.0
2,5,6,4,0.0
3,5,6,4,0.0
4,5,6,4,-8036.683679701587
5,5,6,4,0.0
6,5,6,4,0.0
7,5,6,4,0.0
8,5,6,4,0.0
9,5,6,4,0.0
10,5,6,4,0.0
1,6,6,4,0.0
2,6,6,4,0.0
3,6,6,4,0.0
4,6,6,4,9.532031596367282e7
5,6,6,4,0.0
6,6,6,4,0.0
7,6,6,4,0.0
8,6,6,4,0.0
9,6,6,4,0.0
10,6,6,4,0.0
1,7,6,4,0.0
2,7,6,4,0.0
3,7,6,4,-6.726325733365278e7
4,7,6,4,0.0
5,7,6,4,0.0
6,7,6,4,0.0
7,7,6,4,0.0
8,7,6,4,32687.153352041445
9,7,6,4,0.0
10,7,6,4,5.390976883743114e7
1,8,6,4,0.0
2,8,6,4,6.715329742418481e7
3,8,6,4,0.0
4,8,6,4,0.0
5,8,6,4,0.0
6,8,6,4,0.0
7,8,6,4,32687.153352041445
8,8,6,4,0.0
9,8,6,4,-5.388327081540995e7
10,8,6,4,0.0
1,9,6,4,0.0
2,9,6,4,0.0
3,9,6,4,-5.2699477759006925e7
4,9,6,4,0.0
5,9,6,4,0.0
6,9,6,4,0.0
7,9,6,4,0.0
8,9,6,4,-5.388327081540995e7
9,9,6,4,0.0
10,9,6,4,1.2658473062652517e7
1,10,6,4,0.0
2,10,6,4,-5.269966508529388e7
3,10,6,4,0.0
4,10,6,4,0.0
5,10,6,4,0.0
6,10,6,4,0.0
7,10,6,4,5.390976883743114e7
8,10,6,4,0.0
9,10,6,4,1.2658473062652517e7
10,10,6,4,0.0
1,1,7,4,0.0
2,1,7,4,0.0
3,1,7,4,8.402943714551707e7
4,1,7,4,0.0
5,1,7,4,0.0
6,1,7,4,0.0
7,1,7,4,0.0
8,1,7,4,-116515.9943815222
9,1,7,4,0.0
10,1,7,4,-1.3102921058946788e7
1,2,7,4,0.0
2,2,7,4,0.0
3,2,7,4,0.0
4,2,7,4,-7.560876732977888e7
5,2,7,4,0.0
6,2,7,4,0.0
7,2,7,4,0.0
8,2,7,4,0.0
9,2,7,4,0.0
10,2,7,4,0.0
1,3,7,4,8.402943714551707e7
2,3,7,4,0.0
3,3,7,4,0.0
4,3,7,4,0.0
5,3,7,4,-7.572508899659713e7
6,3,7,4,-6.726325733365278e7
7,3,7,4,0.0
8,3,7,4,0.0
9,3,7,4,0.0
10,3,7,4,0.0
1,4,7,4,0.0
2,4,7,4,-7.560876732977888e7
3,4,7,4,0.0
4,4,7,4,0.0
5,4,7,4,0.0
6,4,7,4,0.0
7,4,7,4,1.6152410950768375e8
8,4,7,4,0.0
9,4,7,4,2.873594332067741e7
10,4,7,4,0.0
1,5,7,4,0.0
2,5,7,4,0.0
3,5,7,4,-7.572508899659713e7
4,5,7,4,0.0
5,5,7,4,0.0
6,5,7,4,0.0
7,5,7,4,0.0
8,5,7,4,-12351.683823425159
9,5,7,4,0.0
10,5,7,4,2.8945203921227258e7
1,6,7,4,0.0
2,6,7,4,0.0
3,6,7,4,-6.726325733365278e7
4,6,7,4,0.0
5,6,7,4,0.0
6,6,7,4,0.0
7,6,7,4,0.0
8,6,7,4,32687.153352036603
9,6,7,4,0.0
10,6,7,4,5.390976883743114e7
1,7,7,4,0.0
2,7,7,4,0.0
3,7,7,4,0.0
4,7,7,4,1.6152410950768375e8
5,7,7,4,0.0
6,7,7,4,0.0
7,7,7,4,0.0
8,7,7,4,0.0
9,7,7,4,0.0
10,7,7,4,0.0
1,8,7,4,-116515.9943815222
2,8,7,4,0.0
3,8,7,4,0.0
4,8,7,4,0.0
5,8,7,4,-12351.683823425159
6,8,7,4,32687.153352036603
7,8,7,4,0.0
8,8,7,4,0.0
9,8,7,4,0.0
10,8,7,4,0.0
1,9,7,4,0.0
2,9,7,4,0.0
3,9,7,4,0.0
4,9,7,4,2.873594332067741e7
5,9,7,4,0.0
6,9,7,4,0.0
7,9,7,4,0.0
8,9,7,4,0.0
9,9,7,4,0.0
10,9,7,4,0.0
1,10,7,4,-1.3102921058946788e7
2,10,7,4,0.0
3,10,7,4,0.0
4,10,7,4,0.0
5,10,7,4,2.8945203921227258e7
6,10,7,4,5.390976883743114e7
7,10,7,4,0.0
8,10,7,4,0.0
9,10,7,4,0.0
10,10,7,4,0.0
1,1,8,4,0.0
2,1,8,4,-8.404739643068528e7
3,1,8,4,0.0
4,1,8,4,0.0
5,1,8,4,0.0
6,1,8,4,0.0
7,1,8,4,-116515.99438152219
8,1,8,4,0.0
9,1,8,4,1.3114289318915455e7
10,1,8,4,0.0
1,2,8,4,-8.404739643068528e7
2,2,8,4,0.0
3,2,8,4,0.0
4,2,8,4,0.0
5,2,8,4,-7.581021193769994e7
6,2,8,4,6.71532974241848e7
7,2,8,4,0.0
8,2,8,4,0.0
9,2,8,4,0.0
10,2,8,4,0.0
1,3,8,4,0.0
2,3,8,4,0.0
3,3,8,4,0.0
4,3,8,4,7.562872458107208e7
5,3,8,4,0.0
6,3,8,4,0.0
7,3,8,4,0.0
8,3,8,4,0.0
9,3,8,4,0.0
10,3,8,4,0.0
1,4,8,4,0.0
2,4,8,4,0.0
3,4,8,4,7.562872458107208e7
4,4,8,4,0.0
5,4,8,4,0.0
6,4,8,4,0.0
7,4,8,4,0.0
8,4,8,4,1.615485595709479e8
9,4,8,4,0.0
10,4,8,4,-2.8751494625446007e7
1,5,8,4,0.0
2,5,8,4,-7.581021193769994e7
3,5,8,4,0.0
4,5,8,4,0.0
5,5,8,4,0.0
6,5,8,4,0.0
7,5,8,4,-12351.68382342744
8,5,8,4,0.0
9,5,8,4,2.9031056161647614e7
10,5,8,4,0.0
1,6,8,4,0.0
2,6,8,4,6.71532974241848e7
3,6,8,4,0.0
4,6,8,4,0.0
5,6,8,4,0.0
6,6,8,4,0.0
7,6,8,4,32687.153352040303
8,6,8,4,0.0
9,6,8,4,-5.3883270815409936e7
10,6,8,4,0.0
1,7,8,4,-116515.99438152219
2,7,8,4,0.0
3,7,8,4,0.0
4,7,8,4,0.0
5,7,8,4,-12351.68382342744
6,7,8,4,32687.153352040303
7,7,8,4,0.0
8,7,8,4,0.0
9,7,8,4,0.0
10,7,8,4,0.0
1,8,8,4,0.0
2,8,8,4,0.0
3,8,8,4,0.0
4,8,8,4,1.615485595709479e8
5,8,8,4,0.0
6,8,8,4,0.0
7,8,8,4,0.0
8,8,8,4,0.0
9,8,8,4,0.0
10,8,8,4,0.0
1,9,8,4,1.3114289318915455e7
2,9,8,4,0.0
3,9,8,4,0.0
4,9,8,4,0.0
5,9,8,4,2.9031056161647614e7
6,9,8,4,-5.3883270815409936e7
7,9,8,4,0.0
8,9,8,4,0.0
9,9,8,4,0.0
10,9,8,4,0.0
1,10,8,4,0.0
2,10,8,4,0.0
3,10,8,4,0.0
4,10,8,4,-2.8751494625446007e7
5,10,8,4,0.0
6,10,8,4,0.0
7,10,8,4,0.0
8,10,8,4,0.0
9,10,8,4,0.0
10,10,8,4,0.0
1,1,9,4,0.0
2,1,9,4,0.0
3,1,9,4,-1.5648301810420059e7
4,1,9,4,0.0
5,1,9,4,0.0
6,1,9,4,0.0
7,1,9,4,0.0
8,1,9,4,1.3114289318915458e7
9,1,9,4,0.0
10,1,9,4,-7.067836842104982e7
1,2,9,4,0.0
2,2,9,4,0.0
3,2,9,4,0.0
4,2,9,4,-2.3318521774852045e7
5,2,9,4,0.0
6,2,9,4,0.0
7,2,9,4,0.0
8,2,9,4,0.0
9,2,9,4,0.0
10,2,9,4,0.0
1,3,9,4,-1.5648301810420059e7
2,3,9,4,0.0
3,3,9,4,0.0
4,3,9,4,0.0
5,3,9,4,173527.79058543718
6,3,9,4,-5.269947775900694e7
7,3,9,4,0.0
8,3,9,4,0.0
9,3,9,4,0.0
10,3,9,4,0.0
1,4,9,4,0.0
2,4,9,4,-2.3318521774852045e7
3,4,9,4,0.0
4,4,9,4,0.0
5,4,9,4,0.0
6,4,9,4,0.0
7,4,9,4,2.873594332067741e7
8,4,9,4,0.0
9,4,9,4,9.335907551388568e7
10,4,9,4,0.0
1,5,9,4,0.0
2,5,9,4,0.0
3,5,9,4,173527.79058543718
4,5,9,4,0.0
5,5,9,4,0.0
6,5,9,4,0.0
7,5,9,4,0.0
8,5,9,4,2.9031056161647614e7
9,5,9,4,0.0
10,5,9,4,-6223.872572468893
1,6,9,4,0.0
2,6,9,4,0.0
3,6,9,4,-5.269947775900694e7
4,6,9,4,0.0
5,6,9,4,0.0
6,6,9,4,0.0
7,6,9,4,0.0
8,6,9,4,-5.388327081540995e7
9,6,9,4,0.0
10,6,9,4,1.2658473062652517e7
1,7,9,4,0.0
2,7,9,4,0.0
3,7,9,4,0.0
4,7,9,4,2.873594332067741e7
5,7,9,4,0.0
6,7,9,4,0.0
7,7,9,4,0.0
8,7,9,4,0.0
9,7,9,4,0.0
10,7,9,4,0.0
1,8,9,4,1.3114289318915458e7
2,8,9,4,0.0
3,8,9,4,0.0
4,8,9,4,0.0
5,8,9,4,2.9031056161647614e7
6,8,9,4,-5.388327081540995e7
7,8,9,4,0.0
8,8,9,4,0.0
9,8,9,4,0.0
10,8,9,4,0.0
1,9,9,4,0.0
2,9,9,4,0.0
3,9,9,4,0.0
4,9,9,4,9.335907551388568e7
5,9,9,4,0.0
6,9,9,4,0.0
7,9,9,4,0.0
8,9,9,4,0.0
9,9,9,4,0.0
10,9,9,4,0.0
1,10,9,4,-7.067836842104982e7
2,10,9,4,0.0
3,10,9,4,0.0
4,10,9,4,0.0
5,10,9,4,-6223.872572468893
6,10,9,4,1.2658473062652517e7
7,10,9,4,0.0
8,10,9,4,0.0
9,10,9,4,0.0
10,10,9,4,0.0
1,1,10,4,0.0
2,1,10,4,-1.5648332987770814e7
3,1,10,4,0.0
4,1,10,4,0.0
5,1,10,4,0.0
6,1,10,4,0.0
7,1,10,4,-1.3102921058946785e7
8,1,10,4,0.0
9,1,10,4,-7.067836842104982e7
10,1,10,4,0.0
1,2,10,4,-1.5648332987770814e7
2,2,10,4,0.0
3,2,10,4,0.0
4,2,10,4,0.0
5,2,10,4,-86380.60166212414
6,2,10,4,-5.269966508529388e7
7,2,10,4,0.0
8,2,10,4,0.0
9,2,10,4,0.0
10,2,10,4,0.0
1,3,10,4,0.0
2,3,10,4,0.0
3,3,10,4,0.0
4,3,10,4,-2.3307792827205263e7
5,3,10,4,0.0
6,3,10,4,0.0
7,3,10,4,0.0
8,3,10,4,0.0
9,3,10,4,0.0
10,3,10,4,0.0
1,4,10,4,0.0
2,4,10,4,0.0
3,4,10,4,-2.3307792827205263e7
4,4,10,4,0.0
5,4,10,4,0.0
6,4,10,4,0.0
7,4,10,4,0.0
8,4,10,4,-2.8751494625446007e7
9,4,10,4,0.0
10,4,10,4,9.33443978526765e7
1,5,10,4,0.0
2,5,10,4,-86380.60166212414
3,5,10,4,0.0
4,5,10,4,0.0
5,5,10,4,0.0
6,5,10,4,0.0
7,5,10,4,2.8945203921227258e7
8,5,10,4,0.0
9,5,10,4,-6223.872572466631
10,5,10,4,0.0
1,6,10,4,0.0
2,6,10,4,-5.269966508529388e7
3,6,10,4,0.0
4,6,10,4,0.0
5,6,10,4,0.0
6,6,10,4,0.0
7,6,10,4,5.390976883743114e7
8,6,10,4,0.0
9,6,10,4,1.2658473062652523e7
10,6,10,4,0.0
1,7,10,4,-1.3102921058946785e7
2,7,10,4,0.0
3,7,10,4,0.0
4,7,10,4,0.0
5,7,10,4,2.8945203921227258e7
6,7,10,4,5.390976883743114e7
7,7,10,4,0.0
8,7,10,4,0.0
9,7,10,4,0.0
10,7,10,4,0.0
1,8,10,4,0.0
2,8,10,4,0.0
3,8,10,4,0.0
4,8,10,4,-2.8751494625446007e7
5,8,10,4,0.0
6,8,10,4,0.0
7,8,10,4,0.0
8,8,10,4,0.0
9,8,10,4,0.0
10,8,10,4,0.0
1,9,10,4,-7.067836842104982e7
2,9,10,4,0.0
3,9,10,4,0.0
4,9,10,4,0.0
5,9,10,4,-6223.872572466631
6,9,10,4,1.2658473062652523e7
7,9,10,4,0.0
8,9,10,4,0.0
9,9,10,4,0.0
10,9,10,4,0.0
1,10,10,4,0.0
2,10,10,4,0.0
3,10,10,4,0.0
4,10,10,4,9.33443978526765e7
5,10,10,4,0.0
6,10,10,4,0.0
7,10,10,4,0.0
8,10,10,4,0.0
9,10,10,4,0.0
10,10,10,4,0.0
1,1,1,5,-82158.8053822558
2,1,1,5,0.0
3,1,1,5,0.0
4,1,1,5,0.0
5,1,1,5,1.1545461802614853e8
6,1,1,5,-56148.30570335997
7,1,1,5,0.0
8,1,1,5,0.0
9,1,1,5,0.0
10,1,1,5,0.0
1,2,1,5,0.0
2,2,1,5,9.806412426759066e7
3,2,1,5,0.0
4,2,1,5,0.0
5,2,1,5,0.0
6,2,1,5,0.0
7,2,1,5,8.413133436513954e7
8,2,1,5,0.0
9,2,1,5,1.5394362958812783e7
10,2,1,5,0.0
1,3,1,5,0.0
2,3,1,5,0.0
3,3,1,5,-9.805108543107472e7
4,3,1,5,0.0
5,3,1,5,0.0
6,3,1,5,0.0
7,3,1,5,0.0
8,3,1,5,8.411343408698961e7
9,3,1,5,0.0
10,3,1,5,-1.556826301892957e7
1,4,1,5,0.0
2,4,1,5,0.0
3,4,1,5,0.0
4,4,1,5,42818.76327074397
5,4,1,5,0.0
6,4,1,5,0.0
7,4,1,5,0.0
8,4,1,5,0.0
9,4,1,5,0.0
10,4,1,5,0.0
1,5,1,5,1.1545461802614853e8
2,5,1,5,0.0
3,5,1,5,0.0
4,5,1,5,0.0
5,5,1,5,128758.86054928286
6,5,1,5,-6.0144561873531036e7
7,5,1,5,0.0
8,5,1,5,0.0
9,5,1,5,0.0
10,5,1,5,0.0
1,6,1,5,-56148.30570335997
2,6,1,5,0.0
3,6,1,5,0.0
4,6,1,5,0.0
5,6,1,5,-6.0144561873531036e7
6,6,1,5,-194535.7113688119
7,6,1,5,0.0
8,6,1,5,0.0
9,6,1,5,0.0
10,6,1,5,0.0
1,7,1,5,0.0
2,7,1,5,8.413133436513954e7
3,7,1,5,0.0
4,7,1,5,0.0
5,7,1,5,0.0
6,7,1,5,0.0
7,7,1,5,-42421.9109079853
8,7,1,5,0.0
9,7,1,5,-1.2863681784417504e7
10,7,1,5,0.0
1,8,1,5,0.0
2,8,1,5,0.0
3,8,1,5,8.411343408698961e7
4,8,1,5,0.0
5,8,1,5,0.0
6,8,1,5,0.0
7,8,1,5,0.0
8,8,1,5,155516.59544352
9,8,1,5,0.0
10,8,1,5,-1.285198842081282e7
1,9,1,5,0.0
2,9,1,5,1.5394362958812783e7
3,9,1,5,0.0
4,9,1,5,0.0
5,9,1,5,0.0
6,9,1,5,0.0
7,9,1,5,-1.2863681784417504e7
8,9,1,5,0.0
9,9,1,5,7.063525337822002e7
10,9,1,5,0.0
1,10,1,5,0.0
2,10,1,5,0.0
3,10,1,5,-1.556826301892957e7
4,10,1,5,0.0
5,10,1,5,0.0
6,10,1,5,0.0
7,10,1,5,0.0
8,10,1,5,-1.285198842081282e7
9,10,1,5,0.0
10,10,1,5,-7.077992720146228e7
1,1,2,5,0.0
2,1,2,5,9.806412426759066e7
3,1,2,5,0.0
4,1,2,5,0.0
5,1,2,5,0.0
6,1,2,5,0.0
7,1,2,5,8.413133436513953e7
8,1,2,5,0.0
9,1,2,5,1.5394362958812784e7
10,1,2,5,0.0
1,2,2,5,9.806412426759066e7
2,2,2,5,0.0
3,2,2,5,0.0
4,2,2,5,0.0
